timestamp(ms),ax(g),ay(g),az(g),pitch(¡Æ),roll(¡Æ),yaw(¡Æ)
42621,-0.041,-0.209,0.871,1.05,-5.14,180.03
42648,-0.125,-0.355,0.897,1.09,-5.24,180.03
42686,-0.146,-0.286,0.924,1.15,-5.34,180.03
42714,-0.179,-0.432,0.934,1.20,-5.44,180.03
42760,-0.119,-0.543,0.872,1.23,-5.55,180.02
42788,-0.074,-0.410,0.919,1.25,-5.66,180.02
42864,-0.134,-0.248,0.884,1.31,-5.76,180.02
42893,-0.115,-0.398,0.925,1.35,-5.87,180.02
42923,-0.113,-0.386,0.920,1.38,-5.98,180.01
42949,-0.135,-0.390,0.922,1.42,-6.08,180.01
42976,-0.129,-0.400,0.923,1.46,-6.19,180.01
43009,-0.180,-0.370,0.920,1.52,-6.29,180.00
43042,-0.059,-0.373,0.932,1.53,-6.40,180.00
43069,-0.160,-0.389,0.921,1.58,-6.50,179.99
43110,-0.184,-0.384,0.937,1.63,-6.59,179.99
43138,-0.008,-0.203,0.962,1.61,-6.71,179.99
43165,-0.078,-0.484,0.997,1.62,-6.82,179.98
43194,-0.071,-0.459,1.012,1.63,-6.93,179.98
43242,-0.103,-0.389,1.019,1.67,-7.04,179.99
43272,-0.108,-0.354,0.975,1.71,-7.15,179.99
43305,-0.217,-0.371,1.017,1.78,-7.24,179.99
43366,-0.226,-0.322,0.926,1.87,-7.32,179.99
43414,-0.255,-0.279,0.870,1.96,-7.39,179.99
43444,-0.244,-0.281,0.850,2.05,-7.45,179.99
43481,-0.200,-0.275,0.860,2.13,-7.53,179.99
43511,-0.250,-0.281,0.864,2.23,-7.61,179.99
43555,-0.228,-0.287,0.883,2.31,-7.68,179.99
43605,-0.273,-0.347,0.911,2.39,-7.77,179.98
43644,-0.258,-0.315,0.917,2.48,-7.84,179.98
43680,-0.270,-0.489,0.914,2.54,-7.94,179.98
43711,-0.250,-0.338,0.911,2.62,-8.02,179.97
43744,-0.234,-0.320,0.908,2.70,-8.10,179.97
43771,-0.231,-0.340,0.907,2.78,-8.19,179.96
43802,-0.239,-0.325,0.901,2.86,-8.27,179.96
43833,-0.249,-0.307,0.902,2.94,-8.34,179.96
44056,-0.241,-0.449,0.865,3.00,-8.45,179.95
44092,-0.222,-0.476,0.858,3.05,-8.56,179.95
44140,-0.217,-0.552,0.813,3.09,-8.68,179.94
44173,-0.203,-0.569,0.798,3.13,-8.79,179.93
44201,-0.206,-0.603,0.777,3.16,-8.91,179.93
44230,-0.206,-0.625,0.763,3.19,-9.03,179.92
44271,-0.210,-0.653,0.733,3.23,-9.14,179.92
44300,-0.209,-0.662,0.726,3.26,-9.26,179.91
44343,-0.195,-0.685,0.708,3.29,-9.38,179.91
44384,-0.210,-0.707,0.676,3.32,-9.49,179.90
44412,-0.196,-0.715,0.662,3.35,-9.61,179.89
44468,-0.196,-0.738,0.646,3.37,-9.72,179.89
44500,-0.211,-0.758,0.628,3.40,-9.83,179.88
44554,-0.204,-0.775,0.608,3.43,-9.95,179.88
44616,-0.205,-0.791,0.581,3.45,-10.06,179.87
44653,-0.198,-0.811,0.558,3.48,-10.18,179.86
44702,-0.200,-0.817,0.530,3.50,-10.30,179.86
44751,-0.196,-0.833,0.511,3.52,-10.41,179.85
44807,-0.211,-0.838,0.486,3.55,-10.52,179.84
44840,-0.209,-0.844,0.479,3.57,-10.64,179.84
44891,-0.200,-0.849,0.467,3.60,-10.75,179.83
44932,-0.213,-0.852,0.457,3.62,-10.86,179.82
44960,-0.212,-0.860,0.454,3.65,-10.97,179.82
45010,-0.204,-0.867,0.434,3.67,-11.09,179.81
45040,-0.205,-0.871,0.430,3.69,-11.20,179.80
45073,-0.204,-0.877,0.420,3.72,-11.31,179.80
45110,-0.221,-0.874,0.419,3.74,-11.43,179.79
45152,-0.204,-0.884,0.410,3.77,-11.54,179.78
45184,-0.203,-0.890,0.389,3.79,-11.65,179.78
45264,-0.202,-0.896,0.376,3.81,-11.76,179.77
45310,-0.205,-0.894,0.367,3.83,-11.87,179.76
45342,-0.206,-0.897,0.363,3.86,-11.99,179.75
45373,-0.206,-0.901,0.359,3.88,-12.10,179.75
45418,-0.208,-0.906,0.339,3.90,-12.21,179.74
45451,-0.203,-0.917,0.328,3.92,-12.33,179.73
45511,-0.202,-0.942,0.306,3.94,-12.44,179.72
45571,-0.193,-0.943,0.272,3.96,-12.56,179.71
45598,-0.195,-0.937,0.266,3.98,-12.67,179.71
45635,-0.198,-0.944,0.267,4.01,-12.78,179.70
45661,-0.187,-0.935,0.250,4.03,-12.90,179.69
45696,-0.197,-0.943,0.237,4.05,-13.01,179.68
45725,-0.187,-0.946,0.237,4.07,-13.12,179.68
45768,-0.192,-0.948,0.217,4.09,-13.24,179.67
45795,-0.186,-0.945,0.206,4.10,-13.35,179.66
45864,-0.180,-0.953,0.174,4.12,-13.47,179.65
45905,-0.192,-0.960,0.147,4.14,-13.58,179.64
45938,-0.185,-0.969,0.148,4.16,-13.70,179.64
45964,-0.187,-0.970,0.136,4.18,-13.81,179.63
45989,-0.183,-0.974,0.112,4.20,-13.93,179.62
46019,-0.176,-0.971,0.096,4.22,-14.04,179.61
46046,-0.176,-0.972,0.084,4.23,-14.15,179.60
46090,-0.180,-0.981,0.076,4.25,-14.27,179.60
46116,-0.182,-0.979,0.060,4.27,-14.38,179.59
46154,-0.171,-0.978,0.051,4.29,-14.50,179.58
46179,-0.174,-0.977,0.046,4.30,-14.61,179.57
46219,-0.174,-0.973,0.028,4.32,-14.72,179.56
46246,-0.176,-0.974,0.016,4.34,-14.84,179.55
46278,-0.178,-0.969,-0.007,4.36,-14.95,179.55
46323,-0.176,-0.980,-0.021,4.37,-15.07,179.54
46352,-0.169,-0.972,-0.034,4.39,-15.18,179.53
46383,-0.180,-0.981,-0.052,4.41,-15.30,179.52
46437,-0.175,-0.983,-0.071,4.43,-15.41,179.51
46467,-0.175,-0.987,-0.082,4.44,-15.52,179.50
46493,-0.171,-0.979,-0.093,4.46,-15.63,179.50
46540,-0.172,-0.978,-0.103,4.48,-15.75,179.49
46567,-0.177,-0.975,-0.113,4.50,-15.86,179.48
46609,-0.178,-0.967,-0.128,4.52,-15.97,179.47
46639,-0.184,-0.976,-0.126,4.54,-16.09,179.46
46666,-0.169,-0.961,-0.145,4.55,-16.20,179.45
46847,-0.174,-0.952,-0.220,4.57,-16.31,179.45
46874,-0.174,-0.957,-0.226,4.59,-16.43,179.44
46915,-0.177,-0.950,-0.242,4.61,-16.54,179.43
46960,-0.180,-0.950,-0.252,4.63,-16.65,179.42
46990,-0.174,-0.947,-0.266,4.65,-16.77,179.41
47017,-0.175,-0.944,-0.275,4.66,-16.88,179.40
47058,-0.180,-0.932,-0.286,4.68,-16.99,179.39
47085,-0.180,-0.930,-0.295,4.70,-17.11,179.38
47116,-0.175,-0.923,-0.315,4.72,-17.22,179.38
47160,-0.175,-0.917,-0.330,4.74,-17.33,179.37
47186,-0.180,-0.919,-0.343,4.76,-17.45,179.36
47219,-0.184,-0.891,-0.373,4.78,-17.56,179.35
47268,-0.179,-0.901,-0.381,4.80,-17.68,179.34
47294,-0.188,-0.902,-0.398,4.82,-17.79,179.33
47325,-0.176,-0.899,-0.403,4.84,-17.90,179.32
47352,-0.177,-0.896,-0.420,4.86,-18.02,179.31
47379,-0.187,-0.893,-0.438,4.88,-18.13,179.30
47404,-0.178,-0.887,-0.447,4.91,-18.24,179.29
47435,-0.163,-0.870,-0.445,4.92,-18.36,179.29
47482,-0.200,-0.859,-0.472,4.95,-18.47,179.28
47510,-0.199,-0.857,-0.474,4.97,-18.58,179.27
47553,-0.190,-0.856,-0.496,4.99,-18.69,179.26
47586,-0.200,-0.834,-0.508,5.02,-18.81,179.25
47630,-0.207,-0.826,-0.519,5.04,-18.92,179.24
47661,-0.205,-0.825,-0.520,5.07,-19.03,179.23
47695,-0.203,-0.803,-0.549,5.10,-19.14,179.22
47730,-0.205,-0.796,-0.556,5.12,-19.25,179.22
47887,-0.224,-0.760,-0.615,5.15,-19.36,179.21
47922,-0.216,-0.751,-0.624,5.18,-19.48,179.20
47960,-0.218,-0.745,-0.640,5.21,-19.59,179.19
48013,-0.230,-0.716,-0.662,5.24,-19.70,179.18
48074,-0.230,-0.693,-0.690,5.27,-19.81,179.17
48102,-0.228,-0.659,-0.709,5.30,-19.93,179.16
48130,-0.237,-0.645,-0.718,5.34,-20.04,179.15
48164,-0.229,-0.636,-0.720,5.37,-20.15,179.14
48211,-0.244,-0.612,-0.761,5.41,-20.26,179.13
48259,-0.241,-0.586,-0.785,5.44,-20.38,179.13
48311,-0.260,-0.559,-0.811,5.48,-20.48,179.12
48342,-0.258,-0.550,-0.812,5.52,-20.59,179.11
48421,-0.272,-0.534,-0.833,5.57,-20.70,179.10
48471,-0.266,-0.509,-0.833,5.61,-20.80,179.09
48523,-0.276,-0.520,-0.840,5.65,-20.91,179.08
48560,-0.277,-0.509,-0.839,5.69,-21.01,179.07
48606,-0.278,-0.530,-0.847,5.74,-21.11,179.06
48640,-0.281,-0.527,-0.868,5.78,-21.21,179.05
48916,-0.424,-0.526,-0.745,5.83,-21.31,179.05
49127,-0.537,-0.527,-0.653,5.90,-21.39,179.04
49161,-0.576,-0.522,-0.625,5.97,-21.48,179.04
49191,-0.585,-0.521,-0.622,6.04,-21.56,179.03
49250,-0.614,-0.504,-0.602,6.11,-21.64,179.03
49281,-0.628,-0.516,-0.577,6.18,-21.72,179.02
49320,-0.641,-0.511,-0.557,6.26,-21.80,179.02
49380,-0.652,-0.510,-0.555,6.33,-21.88,179.01
49412,-0.669,-0.509,-0.523,6.41,-21.95,179.00
49451,-0.686,-0.517,-0.515,6.49,-22.03,179.00
49500,-0.699,-0.499,-0.510,6.57,-22.10,178.99
49542,-0.715,-0.497,-0.492,6.65,-22.18,178.99
49603,-0.734,-0.501,-0.485,6.73,-22.25,178.98
49845,-0.799,-0.467,-0.386,6.82,-22.31,178.98
49890,-0.799,-0.460,-0.371,6.91,-22.38,178.97
49920,-0.815,-0.459,-0.371,6.99,-22.44,178.97
49956,-0.825,-0.452,-0.364,7.08,-22.50,178.96
49990,-0.832,-0.457,-0.322,7.18,-22.56,178.96
50021,-0.836,-0.457,-0.310,7.27,-22.62,178.95
50053,-0.847,-0.452,-0.308,7.36,-22.68,178.95
50083,-0.848,-0.440,-0.296,7.45,-22.74,178.94
50121,-0.851,-0.443,-0.277,7.54,-22.80,178.94
50191,-0.865,-0.435,-0.260,7.64,-22.85,178.93
50240,-0.888,-0.416,-0.232,7.73,-22.90,178.93
50270,-0.893,-0.419,-0.212,7.83,-22.95,178.93
50315,-0.897,-0.416,-0.193,7.93,-23.00,178.92
50379,-0.909,-0.398,-0.143,8.02,-23.05,178.92
50410,-0.899,-0.395,-0.135,8.12,-23.09,178.91
50441,-0.908,-0.401,-0.114,8.22,-23.14,178.91
50470,-0.910,-0.399,-0.083,8.32,-23.18,178.91
50501,-0.911,-0.384,-0.077,8.42,-23.22,178.90
50530,-0.912,-0.382,-0.074,8.52,-23.27,178.90
50561,-0.911,-0.376,-0.062,8.62,-23.31,178.89
50610,-0.913,-0.374,-0.055,8.73,-23.35,178.89
50661,-0.915,-0.383,-0.055,8.83,-23.39,178.89
50777,-0.965,-0.307,0.091,8.94,-23.42,178.88
50808,-0.952,-0.272,0.102,9.05,-23.44,178.88
50840,-0.954,-0.266,0.120,9.16,-23.46,178.88
50872,-0.972,-0.296,0.097,9.27,-23.48,178.87
50920,-0.936,-0.306,0.042,9.38,-23.51,178.86
50950,-0.932,-0.315,0.054,9.49,-23.54,178.85
50982,-0.906,-0.391,0.042,9.59,-23.58,178.84
51020,-0.918,-0.416,0.029,9.70,-23.61,178.82
51077,-0.889,-0.449,-0.008,9.80,-23.65,178.81
51121,-0.902,-0.449,0.000,9.90,-23.69,178.79
51150,-0.896,-0.477,-0.000,10.00,-23.73,178.78
51185,-0.865,-0.520,0.031,10.10,-23.77,178.76
51226,-0.829,-0.554,0.067,10.19,-23.81,178.74
51260,-0.847,-0.514,0.099,10.28,-23.85,178.73
51342,-0.808,-0.533,0.240,10.37,-23.88,178.72
51370,-0.808,-0.587,0.308,10.47,-23.91,178.70
51406,-0.838,-0.518,0.364,10.57,-23.93,178.69
51461,-0.723,-0.546,0.462,10.66,-23.96,178.67
51488,-0.766,-0.504,0.447,10.76,-23.98,178.66
51525,-0.763,-0.416,0.500,10.87,-23.98,178.65
51551,-0.751,-0.307,0.494,10.98,-23.96,178.64
51584,-0.790,-0.230,0.507,11.10,-23.93,178.64
51612,-0.819,-0.252,0.616,11.22,-23.91,178.64
51654,-0.730,-0.155,0.574,11.33,-23.87,178.65
51680,-0.813,-0.117,0.531,11.45,-23.83,178.65
51718,-0.788,-0.091,0.585,11.57,-23.78,178.65
51745,-0.836,-0.057,0.578,11.68,-23.73,178.66
51771,-0.880,-0.061,0.515,11.80,-23.69,178.66
51803,-0.804,0.020,0.546,11.91,-23.64,178.67
51829,-0.896,0.016,0.562,12.02,-23.59,178.67
51856,-0.870,0.022,0.541,12.13,-23.54,178.68
51882,-0.804,0.052,0.481,12.24,-23.49,178.68
51956,-0.869,0.128,0.424,12.35,-23.44,178.69
51982,-0.893,0.116,0.420,12.46,-23.40,178.70
52012,-0.882,0.129,0.411,12.57,-23.37,178.71
52039,-0.893,0.128,0.428,12.67,-23.33,178.72
52080,-0.881,0.127,0.433,12.78,-23.29,178.72
52106,-0.859,0.119,0.450,12.88,-23.25,178.73
52140,-0.846,0.102,0.446,12.99,-23.21,178.74
52167,-0.842,0.098,0.454,13.09,-23.18,178.75
52208,-0.826,0.097,0.484,13.19,-23.14,178.76
52239,-0.806,0.078,0.509,13.29,-23.10,178.77
52266,-0.801,0.072,0.512,13.39,-23.06,178.78
52292,-0.783,0.057,0.555,13.49,-23.02,178.79
52327,-0.756,0.044,0.574,13.58,-22.97,178.81
52355,-0.757,0.007,0.615,13.68,-22.93,178.82
52399,-0.703,-0.011,0.653,13.77,-22.89,178.83
52426,-0.696,-0.033,0.676,13.87,-22.85,178.84
52452,-0.669,-0.075,0.704,13.96,-22.81,178.85
52478,-0.636,-0.099,0.740,14.06,-22.76,178.86
52591,-0.566,-0.171,0.807,14.15,-22.72,178.87
52618,-0.532,-0.125,0.809,14.24,-22.66,178.89
52663,-0.495,-0.237,0.854,14.34,-22.62,178.90
52690,-0.468,-0.213,0.850,14.43,-22.56,178.91
52717,-0.448,-0.208,0.856,14.52,-22.50,178.92
52752,-0.435,-0.253,0.893,14.61,-22.44,178.94
52777,-0.390,-0.239,0.899,14.68,-22.36,178.96
52820,-0.354,-0.231,0.918,14.74,-22.27,178.98
52849,-0.329,-0.262,0.926,14.80,-22.17,179.00
52881,-0.284,-0.247,0.977,14.81,-22.06,179.03
52907,-0.273,-0.251,0.972,14.81,-21.95,179.06
52936,-0.279,-0.245,0.990,14.81,-21.83,179.08
52964,-0.260,-0.243,0.984,14.80,-21.72,179.11
53007,-0.234,-0.211,0.982,14.78,-21.61,179.14
53033,-0.223,-0.226,0.997,14.75,-21.51,179.17
53077,-0.212,-0.231,0.996,14.71,-21.40,179.20
53108,-0.197,-0.221,1.010,14.67,-21.30,179.22
53133,-0.192,-0.215,1.017,14.62,-21.20,179.25
53166,-0.182,-0.229,1.015,14.57,-21.11,179.27
53192,-0.181,-0.221,1.011,14.52,-21.01,179.30
53223,-0.187,-0.220,1.013,14.48,-20.91,179.32
53286,-0.193,-0.218,0.995,14.44,-20.81,179.35
53324,-0.203,-0.238,1.007,14.39,-20.71,179.37
53351,-0.202,-0.246,1.001,14.35,-20.62,179.40
53385,-0.205,-0.269,1.006,14.30,-20.53,179.42
53425,-0.221,-0.307,1.002,14.24,-20.45,179.45
53451,-0.242,-0.361,0.972,14.13,-20.46,179.45
53491,-0.213,-0.464,0.936,14.08,-20.59,179.43
53518,-0.219,-0.538,0.889,14.06,-20.72,179.41
53557,-0.231,-0.624,0.813,14.05,-20.86,179.39
53584,-0.261,-0.660,0.756,14.06,-21.00,179.37
53622,-0.199,-0.732,0.699,14.05,-21.13,179.34
53648,-0.160,-0.780,0.637,14.03,-21.27,179.32
53676,-0.211,-0.798,0.537,14.03,-21.40,179.30
53702,-0.146,-0.816,0.493,14.01,-21.54,179.28
53747,-0.202,-0.825,0.425,14.01,-21.67,179.26
53776,-0.119,-0.817,0.348,14.00,-21.80,179.24
53801,-0.116,-0.808,0.302,13.98,-21.93,179.22
53827,-0.122,-0.796,0.238,13.97,-22.06,179.19
53986,-0.007,-0.985,-0.016,13.95,-22.19,179.17
54014,-0.055,-0.981,-0.122,13.94,-22.32,179.14
54071,0.036,-1.005,-0.166,13.92,-22.44,179.11
54097,0.002,-1.010,-0.165,13.90,-22.56,179.08
54136,0.023,-0.985,-0.204,13.89,-22.67,179.05
54162,0.031,-1.002,-0.196,13.87,-22.78,179.02
54191,0.028,-0.987,-0.155,13.86,-22.89,179.00
54217,0.001,-0.959,-0.147,13.85,-23.00,178.97
54265,0.024,-0.981,-0.143,13.84,-23.11,178.94
54292,0.016,-0.999,-0.147,13.82,-23.22,178.92
54324,0.022,-1.000,-0.132,13.81,-23.34,178.89
54361,0.016,-1.003,-0.113,13.79,-23.45,178.86
54388,0.041,-1.011,-0.144,13.78,-23.56,178.83
54428,0.031,-1.000,-0.172,13.76,-23.68,178.81
54453,0.037,-1.000,-0.186,13.75,-23.79,178.78
54522,0.042,-0.979,-0.204,13.74,-23.90,178.76
54549,0.016,-0.997,-0.198,13.72,-24.01,178.73
54592,0.026,-0.970,-0.142,13.71,-24.12,178.71
54623,0.006,-0.970,-0.139,13.69,-24.23,178.69
54650,-0.008,-0.978,-0.145,13.68,-24.34,178.66
54677,0.011,-0.993,-0.109,13.67,-24.45,178.64
54706,0.022,-1.010,-0.095,13.65,-24.56,178.61
54737,0.011,-1.013,-0.129,13.63,-24.67,178.59
54803,0.017,-0.993,-0.111,13.62,-24.78,178.56
54831,0.019,-0.969,-0.112,13.60,-24.89,178.54
54864,0.026,-0.961,-0.073,13.58,-25.01,178.51
54890,0.021,-0.964,-0.076,13.57,-25.12,178.49
54921,0.010,-0.962,-0.080,13.55,-25.23,178.46
54949,0.032,-0.957,-0.047,13.53,-25.34,178.44
54994,0.023,-0.991,-0.045,13.52,-25.45,178.41
55025,0.028,-1.001,-0.066,13.50,-25.56,178.38
55055,0.037,-1.030,-0.051,13.49,-25.67,178.36
55097,0.034,-1.009,-0.077,13.47,-25.79,178.33
55124,0.033,-1.006,-0.096,13.46,-25.90,178.30
55328,0.049,-1.059,0.023,13.45,-26.00,178.28
55354,0.035,-1.007,0.007,13.44,-26.09,178.25
55382,0.041,-0.966,0.109,13.42,-26.19,178.22
55408,0.073,-1.033,0.238,13.40,-26.28,178.19
55434,0.037,-1.086,0.303,13.38,-26.36,178.16
55472,-0.017,-0.952,0.195,13.38,-26.45,178.14
55514,-0.004,-0.871,0.474,13.35,-26.53,178.11
55544,-0.005,-0.889,0.524,13.32,-26.60,178.08
55583,-0.036,-0.805,0.513,13.30,-26.68,178.05
55613,-0.064,-0.686,0.668,13.26,-26.74,178.02
55652,-0.103,-0.536,0.774,13.20,-26.79,178.00
55677,-0.110,-0.498,0.780,13.12,-26.83,177.99
55745,-0.166,-0.271,0.874,13.09,-26.70,178.02
55774,-0.155,-0.121,0.942,13.08,-26.58,178.05
55836,-0.150,0.057,0.978,13.07,-26.46,178.08
55863,-0.151,0.083,1.004,13.06,-26.35,178.10
55894,-0.163,0.024,1.025,13.05,-26.24,178.13
55923,-0.141,0.035,1.038,13.03,-26.13,178.15
55966,-0.136,0.081,1.018,13.02,-26.02,178.17
55993,-0.143,0.106,1.007,13.00,-25.91,178.20
56028,-0.147,0.073,1.025,12.99,-25.81,178.22
56056,-0.143,0.068,1.022,12.98,-25.70,178.24
56095,-0.128,0.065,1.005,12.96,-25.60,178.26
56145,-0.145,0.066,0.979,12.95,-25.49,178.29
56174,-0.137,0.078,0.983,12.94,-25.39,178.31
56204,-0.136,0.062,0.976,12.93,-25.28,178.33
56230,-0.131,0.109,0.977,12.91,-25.18,178.35
56273,-0.154,0.071,0.991,12.90,-25.07,178.38
56305,-0.121,0.110,0.996,12.89,-24.97,178.40
56341,-0.097,0.057,1.001,12.87,-24.86,178.42
56369,-0.133,0.088,0.999,12.85,-24.75,178.44
56465,-0.121,0.073,1.017,12.83,-24.65,178.46
56501,-0.119,0.046,1.003,12.82,-24.55,178.49
56527,-0.124,0.070,0.988,12.80,-24.44,178.51
56577,-0.160,0.049,0.980,12.79,-24.34,178.53
56603,-0.139,0.076,0.963,12.78,-24.23,178.55
56636,-0.144,0.067,0.964,12.77,-24.12,178.58
56664,-0.134,0.059,0.989,12.75,-24.01,178.59
56691,-0.150,0.122,0.997,12.74,-23.91,178.60
56723,-0.166,0.196,0.982,12.73,-23.80,178.62
56762,-0.148,0.142,1.010,12.72,-23.69,178.65
56795,-0.150,0.143,1.015,12.71,-23.60,178.67
56826,-0.145,0.062,1.024,12.70,-23.50,178.70
56869,-0.065,0.059,1.018,12.67,-23.40,178.73
56902,-0.123,-0.063,1.011,12.64,-23.30,178.75
56936,-0.072,-0.058,1.013,12.60,-23.21,178.77
57007,-0.203,-0.091,1.001,12.59,-23.10,178.80
57052,0.008,-0.099,0.980,12.53,-23.02,178.81
57148,-0.151,-0.089,0.988,12.51,-22.92,178.83
57194,-0.090,-0.174,1.006,12.46,-22.83,178.85
57222,-0.200,-0.143,0.978,12.46,-22.73,178.87
57255,-0.145,-0.144,0.963,12.43,-22.62,178.89
57286,-0.083,-0.066,0.993,12.39,-22.52,178.92
57316,-0.088,-0.138,0.977,12.35,-22.42,178.94
57345,-0.117,-0.126,0.978,12.31,-22.32,178.96
57372,-0.101,-0.105,1.007,12.27,-22.22,178.98
57401,-0.047,-0.061,1.002,12.23,-22.12,179.01
57448,-0.046,-0.166,0.997,12.16,-22.05,179.03
57474,-0.045,-0.168,0.984,12.10,-21.97,179.05
57514,-0.105,-0.252,0.924,12.03,-21.90,179.07
57554,-0.049,-0.329,0.942,11.92,-21.89,179.07
63503,-0.245,0.117,-0.969,12.02,-21.95,179.06
63561,-0.251,0.117,-0.970,12.12,-22.01,179.05
63628,-0.241,0.120,-0.971,12.22,-22.07,179.04
63730,-0.236,0.126,-0.967,12.32,-22.13,179.02
63782,-0.246,0.116,-0.970,12.42,-22.19,179.01
64014,-0.237,0.128,-0.963,12.52,-22.24,179.00
64260,-0.147,0.191,-0.929,12.62,-22.30,178.98
64318,-0.165,0.193,-0.986,12.73,-22.35,178.97
64374,-0.165,0.132,-0.997,12.82,-22.42,178.95
64404,-0.137,0.121,-0.988,12.92,-22.50,178.93
66846,-0.132,-0.319,0.948,12.83,-22.43,178.94
66888,-0.132,-0.349,0.929,12.73,-22.40,178.95
66935,-0.139,-0.342,0.934,12.63,-22.35,178.96
66979,-0.131,-0.307,0.946,12.55,-22.28,178.97
67014,-0.114,-0.376,0.926,12.44,-22.28,178.98
67046,-0.128,-0.380,0.924,12.32,-22.28,178.98
67074,-0.137,-0.373,0.928,12.21,-22.27,178.98
67117,-0.132,-0.335,0.925,12.12,-22.22,178.99
67146,-0.130,-0.313,0.952,12.03,-22.15,179.00
67188,-0.127,-0.359,0.932,11.93,-22.12,179.01
67220,-0.148,-0.335,0.936,11.84,-22.06,179.02
67262,-0.154,-0.324,0.947,11.76,-21.98,179.04
67290,-0.131,-0.348,0.930,11.66,-21.95,179.05
67319,-0.112,-0.343,0.934,11.56,-21.91,179.05
67535,-0.126,-0.346,0.932,11.45,-21.87,179.06
67604,-0.125,-0.362,0.930,11.34,-21.86,179.07
67630,-0.119,-0.348,0.931,11.24,-21.82,179.07
67661,-0.121,-0.333,0.942,11.14,-21.77,179.08
67704,-0.137,-0.332,0.941,11.05,-21.71,179.09
67732,-0.132,-0.350,0.933,10.95,-21.67,179.10
67769,-0.128,-0.344,0.938,10.85,-21.63,179.11
67797,-0.128,-0.338,0.938,10.75,-21.58,179.12
67947,-0.128,-0.347,0.938,10.65,-21.54,179.13
67976,-0.129,-0.350,0.934,10.54,-21.51,179.13
68003,-0.132,-0.349,0.933,10.44,-21.47,179.14
68040,-0.132,-0.350,0.935,10.33,-21.44,179.15
68069,-0.129,-0.343,0.937,10.23,-21.39,179.15
68167,-0.135,-0.331,0.948,10.15,-21.33,179.17
68214,-0.116,-0.353,0.925,10.04,-21.31,179.17
68241,-0.103,-0.370,0.919,9.92,-21.33,179.17
68271,-0.123,-0.346,0.933,9.82,-21.30,179.17
68300,-0.136,-0.334,0.934,9.73,-21.23,179.18
68346,-0.138,-0.360,0.930,9.62,-21.22,179.19
68374,-0.132,-0.359,0.930,9.51,-21.22,179.19
68415,-0.128,-0.361,0.925,9.40,-21.23,179.19
68450,-0.130,-0.366,0.928,9.28,-21.24,179.18
68477,-0.131,-0.374,0.927,9.18,-21.29,179.18
68506,-0.136,-0.367,0.929,9.06,-21.31,179.17
68532,-0.133,-0.368,0.927,8.95,-21.34,179.17
